TF	Target	Sources	PMIDs	N
SIRT1	LIN28A	TRRUST	24631505	1
NFKB1	VEGFD	TRRUST	18941249	1
MYCN	PPP2R2C	HTRI	16093321	1
DR1	TBP	TRRUST	16858867|8670811	2
YY1	APH1A	TFacTs|TRRUST	|21443683|21443683	2
POU5F1	GADD45A	TRRUST	11704867	1
SP1	PGR	HTRI|Fastforward|TRRUST	10894148|10894148|10894148	1
SP3	EAPP	HTRI|TRRUST	18588995|18588995	1
ESR2	INSR	TRRUST	22099628	1
CHD4	RNF8	TRRUST	22531782	1
ARNT	EGLN2	TRRUST	15178343	1
FOS	CHGB	HTRI	20359597	1
MYC	ICAM1	HTRI	12695333	1
STAT3	CD274	HTRI	19088198	1
E2F6	H19	TFacTs	|15985428	2
POU2F1	MS4A2	HTRI	12697656	1
PAX2	ERBB2	TRRUST	10991938	1
E2F3	TOPBP1	TFacTs	|15195143	2
TP63	MARK3	HTRI|PAZAR	17521434|17521434	1
TFAP2B	DRD1	TRRUST	10640692	1
GLI1	EGR2	TRRUST	18924150	1
RELA	MMP14	TRRUST	19303700|21627988	2
SMAD4	COL7A1	TFacTs|TRRUST	9582342|9843964	2
RELA	CCL3	TRRUST	16982926|11342414|17707233	3
RB1	EBNA1BP2	TRRUST	22169551	1
TFAP2C	ECM1	TRRUST	17187826|24023917	2
GATA3	MYRIP	HTRI	19559773	1
JUND	RHOH	HTRI	21473742	1
NFKB1	CD3G	TRRUST	16219537	1
CEBPB	ST6GAL1	TFacTs	1737800	1
RELA	TAP1	TRRUST	18694960	1
ESR2	WFDC2	HTRI	20034404	1
GATA2	CCRL2	ORegAnno	22951020	1
EGR1	IMPDH2	TRRUST	7896827	1
STAT3	GREB1	TRRUST	23056300	1
NCOR1	AR	TRRUST	21720703|16373395	2
STAT1	ZNF367	ORegAnno	22951020	1
GTF3A	DBH	PAZAR	9763470	1
NFIC	JUN	Fastforward|TRRUST	3142689|8355696|10403485	3
STAT5B	CCND1	TRRUST	14645506	1
ETV7	ETS2	TRRUST	22615925	1
XBP1	HSPA5	TRRUST	14718536|20170659|12713871	3
HIF1A	PPP1R3C	TRRUST	20888814	1
EP300	EIF2AK1	TRRUST	19133234	1
KLF2	SELL	TRRUST	20146713	1
BMI1	TERT	TRRUST	19903340	1
RUNX1	NF1	TRRUST	15988004	1
RORA	RARB	Fastforward	8702678	1
HDAC1	ABCB1	TRRUST	19435809|20037778	2
PGR	KLK4	TRRUST	19147544	1
WT1	CD14	TRRUST	9484784	1
CDX2	REG4	TRRUST	23133598	1
CEBPA	LTF	HTRI	12522000	1
STAT1	ELP3	ORegAnno	22951020	1
GATA1	PF4	TRRUST	12609849	1
REST	GABRB3	TRRUST	22765836	1
ID1	NEUROD1	Fastforward	12526101	1
STAT1	IFNA1	TRRUST	18616672|17050680	2
GATA2	F2RL3	ORegAnno	22951020	1
SP1	FMR1	HTRI|TRRUST	16886907|16500891|10612627|15175277|9328468	5
MYC	ACPP	HTRI	12695333	1
GATA6	ABCA3	TFacTs	|17890326	2
FABP4	ACHE	ORegAnno	7829523	1
RFX1	HLA-DOB	TRRUST	12938212	1
SATB1	HDAC1	TRRUST	15713622	1
MYC	CCT3	TFacTs	|11983916	2
JUNB	CD82	TRRUST	15580298	1
MYC	SLA	HTRI	12695333	1
DEAF1	GDF5	TRRUST	24861163	1
GATA1	GFI1B	HTRI|Fastforward|TRRUST	19522008|16177182|19522008|19965638|20564185	4
CREBBP	IL4	TRRUST	10946277	1
E2F1	SP1	ORegAnno	24755270	1
TP53	CLDN20	HTRI	17404570	1
AR	UGT2B15	TRRUST	18302198	1
SIRT1	HSPA4	TRRUST	23349863	1
ERG	CXCR4	TRRUST	19396168|23918819	2
USF1	MYH9	TRRUST	11467950	1
GATA3	RPS10P2	HTRI	19559773	1
RELA	TNIP3	TRRUST	18081698	1
MITF	BEST1	TFacTs|TRRUST	|1999537|19067971|14982938|20530484	5
ESR1	MACROD1	ORegAnno	15691879	1
ETS2	VWF	TRRUST	9444957	1
CREB1	CCK	TRRUST	15030385|15073527	2
CTCF	RPP30	ORegAnno	22951020	1
TP53	IGFBP3	TRRUST	10101800	1
NSD2	AR	TRRUST	19481544	1
CEBPB	BTS1	TRRUST	9030974	1
NF1	PLAT	TRRUST	15044208	1
TP53	MGA	HTRI	16980608	1
LMO2	LEF1	TRRUST	22517897	1
BRCA1	CASR	TRRUST	21296416	1
NFKB1	CD86	TRRUST	15895390|15949284|18929846|19164127|10586028	5
AR	CDKN1A	HTRI|TRRUST	10076995|10076995|16281084	2
CDX2	SLC9A2	TRRUST	11254504	1
E2F1	MYCN	HTRI|TFacTs|TRRUST	12438307||12438307|14645238	3
REL	ICAM1	HTRI|TRRUST	10706725|7957928|10926553|10706725|10837365|10926553	4
SREBF1	MTTP	TFacTs	|10455139	2
FLT1	PTGIR	HTRI	19118563	1
YBX1	MMP2	TRRUST	10589685	1
ETS2	CHRNE	TRRUST	9677435	1
TFAP2A	MUC4	TRRUST	17621592|11418607	2
PAX4	ISL1	TRRUST	15161765	1
E2F4	EPAS1	HTRI	11799066	1
ELK1	WISP2	TRRUST	16740701	1
GLI2	SERPINB2	TFacTs	|14691458	2
ZNF300	CXCL8	TRRUST	21777376	1
FOXA1	CDKN2A	HTRI	19340300	1
RARA	CRH	TRRUST	19596122	1
NR1I2	LMAN2L	HTRI	19129222	1
TWIST1	CD44	TRRUST	17487558	1
NFIL3	HPGD	TRRUST	1620116	1
RELA	IL4	TRRUST	12516545	1
TAL1	NTNG2	HTRI	20028976	1
MSTN	SMAD7	Fastforward	15183844	1
SP1	PPP2R2B	TRRUST	20533062	1
SNW1	VDR	TRRUST	15225769	1
RARA	HNF4A	Fastforward|TRRUST	11585914|11585914	1
SP1	GH2	TRRUST	1427648	1
MITF	CMA1	TFacTs	1999537	1
TRIM16	VIM	TRRUST	22009481	1
CREB1	XPC	TRRUST	21507255	1
JUN	SYK	TRRUST	22354960	1
NF1	SP3	TFacTs|TRRUST	|18342022|18342022	2
HOXA10	LYL1	TRRUST	19608273	1
SP3	ATP2A2	TRRUST	14613864	1
E2F4	DHPS	HTRI	11799066	1
MYC	SIM2	HTRI	12695333	1
GLI2	EFNA1	TFacTs	|14691458	2
MYC	DPY30	HTRI	12747840	1
DNMT1	CXCR4	TRRUST	19932585	1
RELA	TP63	Fastforward	20052674	1
PML	HIPK2	TRRUST	18809579	1
FABP4	PLAUR	PAZAR	9988707	1
MYC	PCNA	TRRUST	18809243	1
STAT1	IFNLR1	TRRUST	20372826	1
RELA	CCL22	TRRUST	17018379	1
SP1	EDNRB	TRRUST	16921166|16623715	2
HOXA5	SLC6A2	PAZAR	11923423	1
GLI1	IGFBP6	TFacTs	|11719506	2
SOX9	COL11A2	TRRUST	12783851	1
SPI1	PTGIR	HTRI|TRRUST	19118563|19118563	1
MITF	SCYL1	TRRUST	11425859	1
STAT1	DIMT1	ORegAnno	22951020	1
MYC	PSMB1	HTRI	12695333	1
NFKB1	ERAP1	TRRUST	20103633	1
MYC	S1PR1	HTRI	12695333	1
ZNF382	IKBKE	TRRUST	20682794	1
FOXO3	CD55	TFacTs	|12351634	2
HBP1	DNMT1	TRRUST	23249948	1
GLI1	TNFRSF10B	TRRUST	21135115	1
KLF10	EGFR	TRRUST	22025675	1
EGR1	IL6	TRRUST	15517885	1
NFKB1	IL1B	TRRUST	12686724|14960579|8413223|8679226|9878621|10080875|10963848|16433741|17707233|18285351|20336759|9058643	12
MYB	MYC	Fastforward|TRRUST	1497659|1679531|19609274|1594249|11259163|16088151|19609274	6
SOX4	DICER1	TRRUST	22098624	1
PARP1	SH3BP2	TRRUST	22820184	1
GATA3	ERVW-1	TRRUST	15888734	1
RFWD2	MMP1	TRRUST	12615916	1
RELA	SAA2	TFacTs|TRRUST	8244997|8244997	1
HNF1A	APOM	TRRUST	21454713	1
NANOG	CDX2	TRRUST	15983365	1
AR	VEGFA	TRRUST	16007189|23369005	2
SP1	TARBP2	Fastforward	16343534	1
CEBPZ	SOX9	HTRI|TRRUST	15908194|15908194	1
NFKB1	TAP1	TRRUST	18694960	1
LMX1B	CD2AP	TRRUST	11956244	1
PIR	NFKB1	TRRUST	14573596	1
MYC	ACE	HTRI	12695333	1
STAT3	CRP	HTRI|TRRUST	18684932|12667216|20978825|23361365|18292576	5
TWIST1	SRPX	TRRUST	19051271	1
FOXQ1	WNT3A	TRRUST	20145154	1
NFKB1	IFNG	HTRI|TRRUST	9374532|17407192|18690006|21243522|9374532	4
HEY1	OCLN	TRRUST	17028039	1
CEBPA	LEP	TRRUST	21983012	1
ELF4	TNNI1	ORegAnno	15933209	1
JUN	SLC19A1	TRRUST	11078737	1
TCF7L2	AKT1	TFacTs	pmid: 15888491	1
MYC	PSMG1	HTRI	12747840	1
TP53	TCEAL1	HTRI|TRRUST	16061257|20421190	2
RELA	HSD11B2	TRRUST	15659537	1
GATA3	ESR1	TRRUST	17616709	1
RUNX3	CLEC4G	TRRUST	19111020	1
MITF	DCT	TFacTs|TRRUST	|1999537|19067971|15892717	4
RELA	E2F1	TRRUST	16725311	1
STAT1	UPP1	TRRUST	20544543	1
CTCF	BCL2L14	ORegAnno	22951020	1
EZH2	ALDH1A1	TRRUST	22144423	1
DBP	ADH1A	TFacTs	|1620113	2
AR	IGFBP3	TRRUST	23859805	1
SNAI1	CDH2	TRRUST	21796367	1
CREB1	TP53	Fastforward	19930465	1
STAT5B	BCL2L1	TRRUST	20585448	1
CTCF	ATN1	ORegAnno	22951020	1
CUX1	CDKN1B	TRRUST	19332113	1
MYC	MAN2A2	HTRI	12695333	1
HHEX	HNF4A	TRRUST	22068426	1
SRF	ACTA1	ORegAnno|TRRUST	15933209|15623502	2
ETS2	CDK1	Fastforward|TRRUST	7867724|8524257|7867724	2
PGR	ETS2	HTRI	20034404	1
JUND	F3	TRRUST	11057875	1
SP1	SLC13A4	TRRUST	23485456	1
JUN	SPP1	TFacTs	20339243|21467818	2
CDX2	IGFBP3	TRRUST	17297462	1
SP3	LTC4S	HTRI|TRRUST	10919991|10919991	1
AR	NRAS	TRRUST	16281084	1
FOXO1	TCAF1	TFacTs	|12351634	2
NFKB1	BACE1	TRRUST	17385716	1
GLI2	LAMB3	TFacTs	|14691458	2
EGR1	PCSK2	TRRUST	9359835	1
NANOG	CGA	TRRUST	15983365	1
NR1I2	SNORD14A	HTRI	19129222	1
MYC	CST5	HTRI	12695333	1
HIF1A	CXCL12	TRRUST	12384916	1
SP1	ALOX15B	TRRUST	15247906	1
TP53	IPO7	TRRUST	22284678	1
MYC	PARP1	HTRI	12695333	1
USF1	APEX1	Fastforward|TRRUST	7534297|8942627|7534297	2
NR1I2	FAM213A	HTRI	19129222	1
SP1	PNOC	HTRI|TRRUST	12062800|12062800	1
DLX3	CGA	TRRUST	22446105	1
STAT1	MX1	PAZAR	9781817	1
MYC	CXCR4	TRRUST	10229837	1
FHL2	RELA	TRRUST	18752053	1
MYC	CDK2	TRRUST	21384303	1
HLTF	OCA2	TRRUST	22234890	1
CEBPA	CYP3A4	TRRUST	15100175	1
SP1	DMRT1	TRRUST	11870074	1
GATA2	HEXIM1	ORegAnno	22951020	1
SP3	NOS3	HTRI|TRRUST	12759366|14555463|14555463	2
IRF1	CCNB1	TRRUST	22200613	1
ELF1	PYGO2	HTRI	18314487	1
ESR1	CLASRP	HTRI	20034404	1
MYC	AMD1	HTRI	12695333	1
CEBPA	PCK2	TRRUST	11042264	1
TP53	PERP	TRRUST	17344317|15856024	2
ELL	CDKN1A	TRRUST	15851483	1
ESR1	BCL9	HTRI	19376833	1
RXRA	CYP1A1	HTRI	15521013	1
TP63	ARNTL	HTRI	17521434	1
RELA	YY1	TRRUST	16784892|17438126	2
HNF1A	VEGFA	TRRUST	21731766	1
FOXP3	USP21	TRRUST	23395819	1
NR1I2	TSSK6	HTRI	19129222	1
HDAC1	PSIP1	TRRUST	23386123	1
NFKB1	NOLC1	TRRUST	21266110	1
ID1	CDKN1A	TFacTs	|17639499	2
LEF1	NRCAM	TRRUST	12183361	1
NR3C1	DUSP1	HTRI	18682532	1
TP53	PMAIP1	TRRUST	14695212|15856024	2
MYC	UCP1	HTRI	12695333	1
JUN	POLD2	TRRUST	10978529	1
ILF3	BIRC5	TRRUST	22442257	1
SP1	MAOA	PAZAR	16728402|7996184	2
AR	KLK3	HTRI|TRRUST	12958311|7514587|15557561|17653089|14517289|11994312|11006269|10547578|11006269|11504717|11571582|12958311|16425097|16434977|16724108|17566103|20069563|21780100|22179832|23667504|8626436|16342680|9316650|11059779|11238180|11532861|12376473|12539223|12648523|12651911|15368351|15543614|15557561|15640095|17011549|17075604|17094454|17426252|17433535|18780293|18829551|19274665|21308712|21981678|22245379|22473899|23884959|24307657|7514587|9052414|9211894|24937452	48
E2F4	TP73	Fastforward	12789260	1
STAT1	EDEM2	ORegAnno	22951020	1
TCF4	BIRC5	TRRUST	19131553|19662654|19778454	3
POU2AF1	TNFRSF17	TRRUST	17621271	1
NFYB	HOXB7	Fastforward|TRRUST	12697323|12697323	1
CTCF	EGLN2	ORegAnno	22951020	1
HNF4A	C1QTNF5	HTRI|TRRUST	20621834|20621834	1
ID2	SNAI1	TRRUST	22551584	1
RB1	SP1	TRRUST	7702750	1
SP1	NFKB2	TRRUST	7541912	1
SREBF1	ACACB	TRRUST	12764144	1
NFKB1	XIAP	TRRUST	15041463|15756023|16157589|18223231|18566231|18761050|14739605|16453001|18978816	9
MYC	RPS6	HTRI	12695333	1
BHLHE41	BHLHE40	Fastforward	12354771	1
HDAC2	KLF4	TRRUST	19486889	1
NR5A1	CYP11B1	TRRUST	11014212	1
CEBPB	CXCL8	HTRI|TRRUST	16818736|15085176|15688424|11120852	4
MYC	CRAT	HTRI	12747840	1
ETV1	CAT	TRRUST	19763505	1
SP1	ADGRE5	HTRI|TRRUST	18329191|18329191	1
CUX1	CYBB	TRRUST	14605447	1
XPC	RNF111	TRRUST	23751493	1
TCF7L2	MYC	HTRI|Fastforward	19784072|9727977|19609274	3
NR3C1	PTGS1	TRRUST	19570036	1
PBX1	NANOG	Fastforward|TFacTs|TRRUST	19522013||19522013|19522013	2
IRF1	SP100	Fastforward	8810287	1
E2F6	SRSF1	HTRI	12909625	1
EGR2	GJB1	PAZAR|TRRUST	12609493|11493034|11493034	2
GLI2	PCNA	TFacTs	|14691458	2
E2F3	CDK1	TRRUST	16909110	1
FOXD3	CYFIP2	TRRUST	23058321	1
NR1I2	DPY19L1	HTRI	19129222	1
NR1H2	SREBF1	TFacTs	|19258656	2
NR3C1	SCNN1A	HTRI|TRRUST	10212217|10212217	1
NFKB1	GFAP	TRRUST	16516312|20471977	2
RFXAP	HLA-DRB3	TRRUST	11258423	1
JUND	MMP13	TFacTs	|16144844	2
PDX1	INS	TFacTs|TRRUST	|11428722|7568086|10426567|10567373|10585868|20886630	7
STAT6	IL4	TRRUST	12082548|16647686|20214667|12605697|12776189|14993689|19419769|20225206	8
E2F4	MYB	Fastforward	10567569	1
RELA	TNF	TFacTs|TRRUST	10837498|10079106|10748079|11749970|12058956|12686724|15013838|16707469|16916598|17407192|18057724|20066113|7876168|8219230|8679226|10551799|10837498|10963848|11297551|14960579|15812247|16040075|16433741|17442180|17707233|18285351|20237317|9916895	27
USF2	FCER1A	TRRUST	11180124	1
NR1H4	SCARB1	TRRUST	20956002	1
RUNX3	CCND1	TRRUST	15930301	1
ZBTB44	CDKN2A	HTRI	19340300	1
ERF	PRL	TRRUST	9822660	1
EZH2	CPEB1	TRRUST	23788032	1
NR1H4	RELA	TRRUST	21364590	1
STAT3	GFAP	TRRUST	21833841|11740937	2
ESR1	EGFR	TRRUST	12421825	1
CIITA	IRF2	TRRUST	15950283	1
RELA	SOD2	TRRUST	11880364|14515147|19507253|15330761|18779124	5
JUND	DNAJB4	HTRI	17510411	1
FOS	VEGFD	TRRUST	19136250	1
FOS	CREM	TRRUST	21757709	1
NR1I2	NOD1	TRRUST	14688115	1
HOXC13	SPI1	TRRUST	18076876	1
NR1H3	CETP	TRRUST	18562803	1
NEUROD1	NEUROD2	Fastforward	14732494	1
NR1D1	NR1D1	Fastforward	10076997|12114512|12821652|8622974	4
IRF1	EIF2AK2	TRRUST	8622878	1
GATA3	UST	HTRI	19559773	1
TFAP2A	PTEN	TRRUST	18316341	1
SP1	SPRY2	TRRUST	14644509	1
IER2	ISYNA1	TFacTs	|19584537	2
SUGP1	IL1B	TRRUST	9878621	1
RELA	HPSE	TRRUST	14558943|17715045	2
BTF3	NFKB1	TRRUST	17312387	1
SALL4	ABCA3	HTRI|TRRUST	21526180|21526180|23432194	2
TP73	FASN	HTRI	19861536|16582625	2
FOXO3	ESR1	Fastforward|PAZAR	15367686|16809346	2
SP1	HHEX	Fastforward	11726291	1
GATA1	DPYSL2	TRRUST	15207709	1
CREB1	NPY	TRRUST	12967770	1
FOXA1	CFTR	TRRUST	24440874	1
MYC	LBR	HTRI	12695333	1
SP1	PTGES	TRRUST	20688046	1
MYC	PRDM2	Fastforward	16356493	1
SP1	PROM1	TRRUST	22945648	1
CEBPB	IGF1	TFacTs	7708053	1
TP63	CCDC28A	HTRI	17521434	1
RUNX3	ING4	TRRUST	17956589	1
PPARG	SERPINE1	TRRUST	10073956	1
TFDP1	E2F1	Fastforward	7958836|7935380	2
PML	FLT3	TRRUST	17124055	1
NPM1	BRD4	TRRUST	24220271	1
SP4	KDR	HTRI|TRRUST	16574784|16678129|16574784|16678129	2
SERTAD1	SET	TRRUST	20570897	1
YY1	MCM5	ORegAnno	22951020	1
USF1	SCN9A	TRRUST	8923453	1
SATB1	IL2RA	TRRUST	15713622	1
STAT1	BAX	TRRUST	17346710	1
STAT1	FGFR3	TRRUST	16410555	1
TRERF1	LILRB2	TRRUST	18652845	1
WT1	CDKN1A	TRRUST	18202757	1
RUNX3	CASP7	TRRUST	15930301	1
TP53	ADA	HTRI	19861536	1
E2F4	MYC	Fastforward|TRRUST	2524830|12150994|2721961|2141565|17132729	5
CREM	MC2R	TRRUST	17712720	1
NR1H3	SREBF1	TFacTs	|19258656	2
SP1	REL	Fastforward	8666258	1
MSX2	SOD1	TRRUST	22824755	1
NFYC	TARBP2	Fastforward	16343534	1
E2F1	E2F1	HTRI|Fastforward|TRRUST	14576826|7935380|7958836|7958836	3
GTF3A	FUS	TRRUST	12364590	1
EP300	ZEB1	TRRUST	16804902	1
GATA3	SST	HTRI	19559773	1
HNF1A	SERPING1	HTRI	12184632	1
MYC	ACOX1	HTRI	12695333	1
SMAD2	CDKN1A	TRRUST	10506225	1
SP1	PDGFC	TRRUST	15247255	1
NFKB1	SERPINE1	TRRUST	11757833|12675842|15631825	3
NFKB1	FAF1	TRRUST	17046979	1
CTCF	MCM10	ORegAnno	22951020	1
SP1	HLA-G	TRRUST	11137218	1
NR1H3	PLTP	TFacTs	|19258656	2
MYC	CD79B	HTRI	12695333	1
PPARG	TXNIP	TRRUST	19808645	1
TP53	FAM214B	HTRI	16980608	1
CREBBP	INSM1	TRRUST	17300785	1
DNMT3A	JUP	TRRUST	17998942	1
ZBTB7A	SLC2A3	TRRUST	25184678	1
FOS	MYC	Fastforward|TRRUST	2524830|2141565|2498162	3
TBP	IL6	TRRUST	9209275	1
THRA	EGFR	PAZAR	8393457	1
ETS1	MMP9	TRRUST	22270366|10949659|11556732	3
RELA	NOX5	TRRUST	22348975	1
TCF4	FST	TRRUST	24667650	1
ESR1	CLDN4	HTRI	20034404	1
SP3	RECK	TRRUST	16377629	1
SP3	F2R	TRRUST	9494121	1
TAL1	MTX1	HTRI	20028976	1
HDAC4	JUN	TRRUST	10523670	1
FOXO3	PHLDA1	TFacTs	18239069	1
E2F4	DROSHA	HTRI	11799066	1
JUND	MDM2	TRRUST	22493372|18071306	2
MYCN	PRLHR	HTRI	16093321	1
CBFB	RUNX3	TRRUST	24648201	1
PGR	COL5A2	HTRI	20034404	1
FOXG1	CDKN1A	TRRUST	19755996	1
HIF1A	FAM162A	TRRUST	15082785	1
SP1	BIRC5	HTRI|TRRUST	17124180|17124180|22334592	2
E2F4	LIN54	TRRUST	19725879	1
CREB1	RP1	TRRUST	11593399	1
SNAI1	THBS1	TRRUST	19874710	1
WT1	VEGFB	TRRUST	17127464	1
DNMT1	IL32	TRRUST	20889550	1
ESR1	SPARC	HTRI	20034404	1
GLI1	SMAD4	TRRUST	24739390	1
ETS1	CD6	TRRUST	19446338	1
STAT3	HP	TRRUST	17645497	1
EP300	VEGFA	TRRUST	22789427	1
PITX1	JUN	TRRUST	21425961	1
NR1I2	NOD2	TRRUST	14688115	1
FOXO1	AR	TRRUST	19074551	1
ING4	NGF	TRRUST	22078444	1
AIP	GREB1	TRRUST	21984905	1
TP53	CASP7	TFacTs	|16918502	2
STAT5A	CSN2	TRRUST	15746097|16832345	2
MECP2	ABCB1	TRRUST	11865062	1
BTF3	MADCAM1	TRRUST	17312387	1
NR1I2	CDH23	HTRI	19129222	1
FOXC1	FGF19	TRRUST	17000708	1
ZIC2	DRD1	PAZAR	10984499	1
VDR	ASAP2	TRRUST	23999061	1
CEBPB	MMP13	HTRI|ORTI	19248099|	2
PPARGC1A	OTC	TRRUST	16891307	1
RELA	TNFRSF11B	HTRI	18226221	1
RFX1	CIITA	TRRUST	1505960	1
MYC	ALG5	HTRI	12747840	1
GLI2	CKS1B	TFacTs	|14691458	2
HDAC1	PTGS2	TRRUST	17395887	1
RBL1	BRCA1	TFacTs|TRRUST	|17106239|17106239	2
NFKBIA	CCL5	TRRUST	15228586	1
ESR1	CCT6B	HTRI	20034404	1
MSX1	NOTCH3	TRRUST	18201699	1
SATB1	CD8A	HTRI	11937547	1
NFIC	GTF3C2	TRRUST	11118217	1
AR	BTG1	TRRUST	16281084	1
SP1	CTSB	TRRUST	10701774	1
GLI2	DST	TFacTs	|14691458	2
JUN	TP73	TRRUST	15302867	1
CTCF	NBN	ORegAnno	22951020	1
EIF2AK2	IRS2	TRRUST	20685959	1
NR1I2	NFKB1	TRRUST	22248096	1
FOXO1	DCN	TFacTs	|16690806	2
RUNX3	TIMP1	TRRUST	21128246	1
DDIT3	CEBPA	TRRUST	21983012	1
HMGA2	SNAI1	TRRUST	22241470	1
ESR2	NOTCH2NL	HTRI	19376833	1
SP1	TNF	HTRI|TRRUST	12759366|10688670|10913190|12759366	3
GLI2	HPGD	TFacTs	|14691458	2
NVL	TNNI1	ORegAnno	15933209	1
POU2F1	MAD2L1	TRRUST	15563594	1
WT1	FOXD1	Fastforward	8702877	1
FOXO3	GTF2I	TFacTs	|12351634	2
HDAC5	IGF2	TRRUST	19666599	1
RELA	PLAU	HTRI|TRRUST	18226221|20018891|11689575|17407600|20352621	5
SP1	TIMP2	TRRUST	10764764	1
STAT3	NOX4	TRRUST	19834108	1
AR	UCN	TRRUST	23801677	1
KLF1	IL12B	TRRUST	14976188	1
HOXD13	HAND2	Fastforward	18407260	1
THRA	POR	HTRI	21393444	1
HIF1A	BHLHE41	Fastforward	12354771	1
NFATC2	CTLA4	HTRI	17785820	1
HIF1A	PTGS2	HTRI	16818642	1
E2F1	GINS3	TRRUST	17127213	1
MYC	UBE2C	HTRI|TFacTs|TRRUST	12747840||12747840|22170434	3
GLI1	TOM1	TFacTs	|11719506	2
E2F1	IL1B	TRRUST	17707233	1
RELA	BAD	TRRUST	20596645	1
CEBPA	CXCR2	TRRUST	18555777	1
CLOCK	PER2	TRRUST	22750052|17660446	2
HNF1A	PROC	ORegAnno|TFacTs	15933209||11140943	3
SP1	TH	TRRUST	20124442	1
YY1	BDKRB1	TRRUST	15705059	1
STAT1	IFIT1	PAZAR	11991981	1
PPARA	APOBR	TRRUST	12700342	1
BRD7	E2F3	TRRUST	16475162|15137061	2
MYC	DKC1	HTRI	12695333	1
E2F4	DIRAS3	HTRI|TFacTs|TRRUST	16158053||16638845|16158053|16158053|16638845|16757345|17230502	5
RFXANK	HLA-DQB1	TRRUST	11258423	1
SP1	MCTS1	TRRUST	12938157	1
GATA2	CTSH	ORegAnno	22951020	1
CTCF	SLC6A4	TRRUST	15229244|17360901|21309950|23765727	4
SMARCA4	CCND1	TRRUST	18239461	1
SP1	RARA	HTRI|Fastforward|TRRUST	9626663|9626663|10076999|9626663	2
CSTA	OXT	PAZAR	12047722	1
TCFL5	CD2	HTRI|TRRUST	12923186|12923186	1
SP1	STAT1	Fastforward	14654702	1
RELA	IL6	TRRUST	10329846|10903137|11327783|11504280|12058956|12887736|14532843|15756023|16984731|17040605|17196927|18057724|18061164|18243142|18942706|18996370|19124729|19164127|20066113|22547075|7499267|7876168|8679226|15517885|10542237|10823821|10963848|11120852|11975924|15158360|16112536|17490702|17532054|19469019|19707556|19966855|20457835|8752656|9516466	39
SREBF2	LRP1B	HTRI	16697011	1
CTCF	B4GALNT1	ORegAnno	22951020	1
REST	BDNF	TRRUST	18075316|18518926	2
USF1	DCK	HTRI	14514691	1
SP1	ITGA2	HTRI|TRRUST	8887648|11313353|11238113|11313353	3
E2F3	AURKA	TFacTs|TRRUST	|18776222|18776222	2
RELA	GNRH2	TRRUST	17451432	1
SOX9	RPE65	ORegAnno	24634209	1
E2F1	MCL1	TRRUST	11705881	1
GLI1	NPDC1	TFacTs	|11719506	2
JUN	MEF2D	TRRUST	12054430	1
ESR2	BRCA2	TRRUST	18765668	1
NR1I2	DPF3	HTRI	19129222	1
STAT6	FOS	TRRUST	11922943|18342537	2
HNF1A	NEUROG3	Fastforward	11334435	1
TP53	ZFP37	HTRI	16980608	1
NFKB1	FASLG	TRRUST	12655294|16770006|10671224|14563113|15160330	5
CREB1	SLC22A8	TRRUST	16809478	1
TP53	BHLHE40	Fastforward	18025081	1
NFKB1	TFPI2	TRRUST	12757776	1
TCF4	IGFBP6	PAZAR	14737101	1
RXRA	ABCB11	HTRI|TRRUST	11387316|11387316	1
JUN	CSTA	HTRI|TRRUST	9651321|9651321	1
TBX21	IFNG	TRRUST	17541280|19348920|20977921|21540308|12938094|16498264|16737784|17705132|19879772|20056084|21507199|22521571|24752800	13
E2F1	CCND3	TFacTs	|12611887	2
ZEB1	MUC1	TRRUST	12161443	1
TP63	DDB2	TRRUST	17984111	1
ASCL1	CHRNA5	TRRUST	20124469	1
MYC	ITGA6	HTRI	12695333	1
TFAP2A	MMP9	TRRUST	17224907	1
MYC	HDAC3	HTRI	12695333	1
SP1	DRG2	HTRI|TRRUST	21296692|21296692	1
ATF4	SIGMAR1	TRRUST	22079628	1
SP1	CAT	TRRUST	11479230	1
GATA1	ZXDC	HTRI	19735555	1
SPI1	CLEC4G	TRRUST	19111020	1
STAT5A	CCND2	TRRUST	22723377	1
CREB1	PTGS2	TRRUST	22919060	1
USF2	CYP19A1	TRRUST	12917334	1
E2F1	RACGAP1	HTRI|TFacTs|TRRUST	19015243||19015243|21886810	3
YY1	AFG1L	ORegAnno	22951020	1
FOS	SP3	TFacTs	|18342022	2
AFF4	CDKN2A	HTRI	19340300	1
SOX9	SOX10	TRRUST	15896776	1
POU5F1	TDGF1	TRRUST	17068183	1
ATF6	PDX1	TRRUST	18450959	1
SP2	PAPSS2	TRRUST	11931653	1
SP1	MUC5AC	TRRUST	12077147	1
NR1I2	NR0B2	Fastforward	15670600	1
XRCC5	CD40	TRRUST	17031478	1
YY1	FAS	TFacTs|TRRUST	|11418634|16784892|17530016	4
MYC	BRCA1	TFacTs	|11983916	2
EZH2	POLR3D	TRRUST	18852463	1
MYC	POP1	HTRI	12695333	1
SP1	CD44	TRRUST	12972613	1
MEF2C	CPT1B	TRRUST	15356291	1
NFKB1	VWF	HTRI|TRRUST	10361125|10848823	2
FOXO3	SMAD4	TFacTs	|12351634	2
PPARGC1A	PCK2	TRRUST	16891307	1
